year,country,code,continent,report_type,report_link,date,assessment_body,in_efu,io1,io2,io3,io4,io5,io6,io7,io8,io9,io10,io11,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,io1_i,io2_i,io3_i,io4_i,io5_i,io6_i,io7_i,io8_i,io9_i,io10_i,io11_i,r1_i,r2_i,r3_i,r4_i,r5_i,r6_i,r7_i,r8_i,r9_i,r10_i,r11_i,r12_i,r13_i,r14_i,r15_i,r16_i,r17_i,r18_i,r19_i,r20_i,r21_i,r22_i,r23_i,r24_i,r25_i,r26_i,r27_i,r28_i,r29_i,r30_i,r31_i,r32_i,r33_i,r34_i,r35_i,r36_i,r37_i,r38_i,r39_i,r40_i,io_le,io_me,io_se,io_he,r_nc,r_pc,r_lc,r_c,io_mean,r_mean,io_a_mean,io_b_mean,io_c_mean,r_a_mean,r_b_mean,r_c_mean,r_d_mean,r_e_mean,r_f_mean,r_g_mean,ei1,tci1,ei2,tci2,cr1,cr2,fu,efu,c1_efu,c2_efu,c3_efu,c4_efu,r_efu,io_efu,rio_efu,stage
2018,Lithuania,LT,Europe,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Mer-lithuania-2018.html,2018-12-01,MONEYVAL,1,ME,SE,ME,ME,ME,ME,ME,ME,ME,ME,ME,PC,PC,LC,LC,LC,PC,PC,LC,C,LC,C,C,LC,LC,C,LC,C,LC,LC,LC,C,LC,LC,PC,LC,PC,C,PC,LC,C,LC,PC,LC,LC,LC,C,LC,LC,LC,LC,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,10,1,0,0,8,23,9,0.3636363636363636,0.6749999999999999,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.7999999999999999,0.5,0.6333333333333333,0.7333333333333333,0.3636363636363636,0.6749999999999999,0.3888888888888889,0.5952380952380952,0.5387205387205387,0.6533333333333333,0,0,1,0,1,0,1,1,1,0
2020,Lithuania,LT,Europe,EFUR1,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Fur-lithuania-2020.html,2020-06-01,MONEYVAL,1,ME,SE,ME,ME,ME,ME,ME,ME,ME,ME,ME,LC,PC,LC,LC,LC,PC,PC,LC,C,LC,C,C,LC,LC,PC,LC,C,LC,LC,LC,C,LC,LC,PC,LC,PC,C,PC,LC,C,LC,PC,LC,LC,LC,C,LC,LC,LC,LC,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,10,1,0,0,8,24,8,0.3636363636363636,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5,0.7555555555555555,0.5,0.6333333333333333,0.7333333333333333,0.3636363636363636,0.6666666666666666,0.3888888888888889,0.6126984126984126,0.5454545454545454,0.6347150259067358,1,1,1,0,1,0,1,1,1,1
2021,Lithuania,LT,Europe,EFUR2,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Fur-lithuania-2021.html,2021-11-01,MONEYVAL,1,ME,SE,ME,ME,ME,ME,ME,ME,ME,ME,ME,LC,PC,LC,LC,LC,PC,PC,LC,C,LC,C,C,LC,LC,PC,LC,C,LC,LC,LC,C,LC,LC,PC,LC,LC,C,PC,LC,C,LC,PC,LC,LC,LC,C,LC,LC,LC,LC,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,10,1,0,0,7,25,8,0.3636363636363636,0.6749999999999999,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5,0.7555555555555555,0.5,0.6666666666666666,0.7333333333333333,0.3636363636363636,0.6749999999999999,0.3888888888888889,0.6174603174603175,0.5387205387205387,0.6298200514138818,1,1,0,0,1,0,0,1,1,2
2022,Lithuania,LT,Europe,EFUR3,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/FUR-Lithuania-2023.html,2022-12-01,MONEYVAL,1,ME,SE,ME,ME,ME,ME,ME,ME,ME,ME,ME,LC,PC,LC,LC,LC,PC,PC,LC,C,LC,C,C,LC,LC,PC,LC,C,LC,LC,LC,C,LC,LC,LC,LC,LC,C,PC,LC,C,LC,LC,LC,LC,LC,C,LC,LC,LC,LC,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,10,1,0,0,5,27,8,0.3636363636363636,0.6916666666666667,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5,0.7555555555555555,0.6666666666666666,0.7,0.7333333333333333,0.3636363636363636,0.6916666666666667,0.3888888888888889,0.646031746031746,0.5257393209200437,0.601965601965602,1,1,0,0,1,0,0,1,1,3
2023,Lithuania,LT,Europe,EFUR4,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Lithuania-MONEYVAL-FUR-2024.html,2023-12-01,MONEYVAL,1,ME,SE,ME,ME,ME,ME,ME,ME,ME,ME,ME,LC,C,LC,LC,LC,PC,PC,LC,C,LC,C,C,LC,LC,PC,LC,C,LC,LC,LC,C,LC,LC,LC,LC,LC,C,PC,LC,C,LC,LC,LC,LC,LC,C,LC,LC,LC,LC,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,10,1,0,0,4,27,9,0.3636363636363636,0.7083333333333333,0.5,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.6666666666666666,0.5,0.7555555555555555,0.6666666666666666,0.7,0.7333333333333333,0.3636363636363636,0.7083333333333333,0.3888888888888889,0.6936507936507936,0.5133689839572192,0.5606407322654462,1,1,0,0,1,0,0,1,1,4
2023,Luxembourg,LU,Europe,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/MER-Luxembourg-2023.html,2023-09-01,FATF,0,SE,SE,ME,ME,SE,SE,ME,ME,SE,ME,ME,C,C,C,LC,C,LC,LC,PC,C,C,C,C,C,C,LC,C,C,C,C,C,C,C,C,LC,C,C,C,C,C,LC,C,LC,LC,C,LC,LC,C,C,C,LC,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0,6,5,0,0,1,11,28,0.4848484848484848,0.8916666666666666,0.6666666666666666,0.4444444444444444,0.4444444444444444,1.0,0.8333333333333333,0.6666666666666666,0.9777777777777777,0.8333333333333333,0.8666666666666667,0.8666666666666667,0.4848484848484848,0.8916666666666666,0.5185185185185185,0.8634920634920634,0.5437553101104503,0.6004901960784313,0,0,0,0,0,0,0,0,0,0
2017,Macao,MO,Asia,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Mer-macao-2017.html,2017-12-01,APG,0,ME,SE,SE,ME,SE,SE,LE,LE,ME,SE,SE,LC,LC,LC,C,LC,C,C,LC,C,C,C,C,C,C,C,LC,C,C,C,C,C,PC,PC,LC,LC,C,C,LC,C,LC,C,NC,LC,C,C,LC,C,LC,LC,LC,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,3,6,0,1,2,15,22,0.45454545454545453,0.8166666666666667,0.5,0.5555555555555556,0.38888888888888884,0.6666666666666666,0.8333333333333333,0.8333333333333333,0.8888888888888888,0.6666666666666666,0.8,0.7333333333333333,0.45454545454545453,0.8166666666666667,0.48148148148148145,0.7746031746031745,0.5565862708719852,0.621584699453552,0,0,0,0,0,0,0,0,0,0
2019,Macao,MO,Asia,RFUR1,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Fur-macao-china-2019.html,2019-10-01,APG,0,ME,SE,SE,ME,SE,SE,LE,LE,ME,SE,SE,LC,LC,LC,C,LC,C,C,LC,C,C,C,C,C,C,C,LC,C,C,C,C,C,LC,LC,LC,LC,C,C,LC,C,LC,C,LC,LC,C,C,LC,C,LC,LC,LC,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,3,6,0,0,0,18,22,0.45454545454545453,0.85,0.5,0.5555555555555556,0.38888888888888884,0.6666666666666666,0.8333333333333333,0.8333333333333333,0.9333333333333333,0.6666666666666666,0.8666666666666667,0.7333333333333333,0.45454545454545453,0.85,0.48148148148148145,0.7904761904761904,0.5347593582887701,0.6091030789825971,1,0,0,0,0,0,0,0,0,1
2018,Madagascar,MG,Africa,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Mer-madagascar-2018.html,2018-09-01,ESAAMLG/WB,1,LE,LE,LE,LE,LE,ME,LE,LE,LE,LE,LE,NC,PC,LC,LC,PC,NC,NC,PC,C,NC,PC,PC,PC,PC,NC,NC,PC,LC,PC,LC,C,NC,NC,PC,NC,PC,LC,NC,LC,C,C,PC,PC,NC,NC,PC,LC,LC,LC,PC,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,10,1,0,0,12,15,9,4,0.0303030303030303,0.375,0.0,0.0,0.05555555555555555,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.35555555555555557,0.16666666666666666,0.43333333333333335,0.5333333333333333,0.0303030303030303,0.375,0.018518518518518517,0.35555555555555557,0.0808080808080808,0.05208333333333333,0,0,1,1,1,1,1,1,1,0
2020,Madagascar,MG,Africa,EFUR1,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Fur-madagascar-2021.html,2020-12-01,ESAAMLG/WB,1,LE,LE,LE,LE,LE,ME,LE,LE,LE,LE,LE,NC,PC,LC,LC,PC,NC,NC,PC,C,NC,PC,PC,PC,PC,NC,NC,PC,LC,PC,LC,C,NC,NC,PC,NC,PC,LC,NC,LC,C,C,PC,PC,NC,NC,PC,LC,LC,LC,PC,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,10,1,0,0,12,15,9,4,0.0303030303030303,0.375,0.0,0.0,0.05555555555555555,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.35555555555555557,0.16666666666666666,0.43333333333333335,0.5333333333333333,0.0303030303030303,0.375,0.018518518518518517,0.35555555555555557,0.0808080808080808,0.05208333333333333,1,1,1,1,1,1,1,1,1,1
2023,Madagascar,MG,Africa,EFUR9,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/fur-madagascar-2023.html,2023-03-01,ESAAMLG/WB,1,LE,LE,LE,LE,LE,ME,LE,LE,LE,LE,LE,C,PC,LC,LC,PC,NC,NC,PC,C,PC,PC,PC,C,PC,NC,PC,PC,LC,LC,LC,C,NC,NC,PC,NC,PC,LC,NC,LC,C,C,LC,PC,PC,NC,PC,LC,LC,LC,PC,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,10,1,0,0,8,15,11,6,0.0303030303030303,0.4583333333333333,0.0,0.0,0.05555555555555555,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.4666666666666667,0.16666666666666666,0.5,0.5333333333333333,0.0303030303030303,0.4583333333333333,0.018518518518518517,0.4523809523809524,0.06611570247933884,0.04093567251461988,1,1,1,1,1,1,1,1,1,9
2024,Madagascar,MG,Africa,EFUR10,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/fur-madagascar-2024.html,2024-04-01,ESAAMLG/WB,1,LE,LE,LE,LE,LE,ME,LE,LE,LE,LE,LE,C,PC,LC,LC,PC,NC,NC,PC,C,LC,C,C,C,PC,NC,LC,C,LC,LC,LC,C,NC,NC,PC,NC,PC,LC,NC,LC,C,C,LC,PC,PC,PC,PC,LC,LC,LC,LC,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,10,1,0,0,7,10,14,9,0.0303030303030303,0.5416666666666666,0.0,0.0,0.05555555555555555,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.6444444444444444,0.16666666666666666,0.5333333333333333,0.6,0.0303030303030303,0.5416666666666666,0.018518518518518517,0.49206349206349204,0.055944055944055944,0.03763440860215054,1,1,1,1,1,1,1,1,1,10
2019,Malawi,MW,Africa,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Mer-malawi-2019.html,2019-09-01,ESAAMLG,1,ME,ME,ME,ME,LE,ME,ME,ME,LE,LE,LE,LC,PC,PC,C,PC,LC,PC,NC,C,LC,C,C,C,C,PC,PC,C,C,C,LC,C,LC,LC,PC,PC,C,C,C,C,C,LC,LC,PC,PC,LC,C,LC,C,LC,LC,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,4,7,0,0,1,10,12,17,0.2121212121212121,0.7083333333333334,0.3333333333333333,0.2222222222222222,0.16666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8222222222222222,0.3333333333333333,0.7666666666666666,0.7999999999999999,0.2121212121212121,0.7083333333333334,0.24074074074074073,0.6031746031746031,0.2994652406417112,0.3991228070175439,0,0,1,1,1,1,1,1,1,0
2024,Malawi,MW,Africa,EFUR4,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/fur-malawi-2024.html,2024-04-01,ESAAMLG,1,ME,ME,ME,ME,LE,ME,ME,ME,LE,LE,LE,LC,LC,C,C,PC,LC,C,NC,C,LC,C,C,C,C,PC,LC,C,C,C,LC,C,LC,LC,PC,PC,C,C,C,C,C,LC,LC,PC,C,LC,C,LC,C,LC,LC,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,4,7,0,0,1,5,14,20,0.2121212121212121,0.775,0.3333333333333333,0.2222222222222222,0.16666666666666666,0.6666666666666666,1.0,0.5,0.8444444444444444,0.3333333333333333,0.8333333333333334,0.7999999999999999,0.2121212121212121,0.775,0.24074074074074073,0.7111111111111111,0.27370478983382207,0.33854166666666663,1,1,0,1,1,1,1,1,1,4
2015,Malaysia,MY,Asia,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Mer-malaysia-2015.html,2015-09-01,FATF/APG,1,SE,ME,SE,ME,ME,SE,ME,ME,ME,SE,ME,LC,C,LC,LC,LC,C,PC,LC,LC,C,LC,LC,LC,C,C,C,LC,C,C,C,C,LC,LC,PC,PC,C,C,LC,C,C,C,LC,C,LC,LC,LC,LC,LC,LC,LC,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,7,4,0,0,3,21,16,0.45454545454545453,0.775,0.5,0.4444444444444444,0.4444444444444444,0.8333333333333333,0.6666666666666666,0.6666666666666666,0.8444444444444444,0.3333333333333333,0.8666666666666667,0.6666666666666666,0.45454545454545453,0.775,0.46296296296296297,0.6968253968253968,0.5865102639296187,0.6643887623386485,0,0,0,0,1,0,0,1,1,0
2018,Malaysia,MY,Asia,EFUR3,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Fur-malaysia-2018.html,2018-10-01,FATF/APG,1,SE,ME,SE,ME,ME,SE,ME,ME,ME,SE,ME,LC,C,LC,LC,C,C,C,LC,LC,C,LC,LC,LC,C,C,C,LC,C,C,C,C,LC,LC,PC,PC,C,C,LC,C,C,C,C,C,C,LC,LC,LC,LC,LC,LC,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,7,4,0,0,2,18,20,0.45454545454545453,0.8166666666666667,0.5,0.4444444444444444,0.4444444444444444,0.8333333333333333,0.6666666666666666,0.9166666666666666,0.8444444444444444,0.3333333333333333,0.9333333333333333,0.6666666666666666,0.45454545454545453,0.8166666666666667,0.46296296296296297,0.7420634920634921,0.5565862708719852,0.6238859180035651,1,1,0,0,1,0,0,1,1,3
2019,Mali,ML,Africa,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Mer-mali-2019.html,2019-11-01,GIABA,1,LE,ME,LE,LE,LE,LE,LE,LE,LE,LE,LE,LC,PC,LC,LC,PC,PC,PC,NC,C,LC,LC,LC,LC,PC,C,PC,LC,LC,NC,PC,C,PC,PC,PC,PC,PC,C,NC,LC,C,C,PC,PC,PC,LC,LC,LC,PC,LC,LC,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,10,1,0,0,3,16,15,6,0.0303030303030303,0.5333333333333333,0.16666666666666666,0.0,0.0,0.5,0.6666666666666666,0.25,0.5777777777777777,0.3333333333333333,0.5666666666666667,0.6,0.0303030303030303,0.5333333333333333,0.05555555555555555,0.4992063492063492,0.056818181818181816,0.11128775834658187,0,0,1,1,1,1,1,1,1,0
