year,country,code,continent,report_type,report_link,date,assessment_body,in_efu,io1,io2,io3,io4,io5,io6,io7,io8,io9,io10,io11,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,io1_i,io2_i,io3_i,io4_i,io5_i,io6_i,io7_i,io8_i,io9_i,io10_i,io11_i,r1_i,r2_i,r3_i,r4_i,r5_i,r6_i,r7_i,r8_i,r9_i,r10_i,r11_i,r12_i,r13_i,r14_i,r15_i,r16_i,r17_i,r18_i,r19_i,r20_i,r21_i,r22_i,r23_i,r24_i,r25_i,r26_i,r27_i,r28_i,r29_i,r30_i,r31_i,r32_i,r33_i,r34_i,r35_i,r36_i,r37_i,r38_i,r39_i,r40_i,io_le,io_me,io_se,io_he,r_nc,r_pc,r_lc,r_c,io_mean,r_mean,io_a_mean,io_b_mean,io_c_mean,r_a_mean,r_b_mean,r_c_mean,r_d_mean,r_e_mean,r_f_mean,r_g_mean,ei1,tci1,ei2,tci2,cr1,cr2,fu,efu,c1_efu,c2_efu,c3_efu,c4_efu,r_efu,io_efu,rio_efu,stage
2023,Mali,ML,Africa,EFUR4,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Mali-fur-2024.html,2023-11-01,GIABA,1,LE,ME,LE,LE,LE,LE,LE,LE,LE,LE,LE,LC,LC,LC,LC,PC,LC,LC,PC,C,LC,LC,LC,LC,PC,NC,PC,LC,LC,NC,PC,C,PC,PC,PC,PC,PC,C,PC,LC,C,C,PC,PC,C,LC,LC,LC,PC,LC,LC,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,10,1,0,0,2,14,18,6,0.0303030303030303,0.5666666666666667,0.16666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.5,0.5111111111111111,0.3333333333333333,0.6666666666666666,0.6,0.0303030303030303,0.5666666666666667,0.05555555555555555,0.5634920634920635,0.053475935828877004,0.09859154929577464,1,1,1,1,1,1,1,1,1,4
2019,Malta,MT,Europe,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Mer-malta-2019.html,2019-07-01,MONEYVAL,1,ME,SE,LE,ME,ME,ME,LE,LE,ME,ME,SE,LC,C,C,C,LC,LC,C,PC,C,LC,C,LC,PC,LC,PC,LC,LC,LC,C,PC,C,LC,LC,PC,LC,PC,LC,PC,LC,LC,LC,LC,C,LC,LC,PC,LC,PC,C,LC,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,3,6,2,0,0,9,21,10,0.30303030303030304,0.6749999999999999,0.5,0.2222222222222222,0.2777777777777778,0.8333333333333333,1.0,0.6666666666666666,0.6888888888888889,0.5,0.6333333333333333,0.6,0.30303030303030304,0.6749999999999999,0.3333333333333333,0.7031746031746031,0.44893378226711567,0.47404063205417607,0,0,1,1,1,0,1,1,1,0
2021,Malta,MT,Europe,EFUR1,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Fur-malta-2021.html,2021-04-01,MONEYVAL,1,ME,SE,LE,ME,ME,ME,LE,LE,ME,ME,SE,LC,C,C,C,LC,LC,C,LC,C,LC,C,LC,LC,LC,LC,LC,LC,LC,C,C,C,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,C,LC,LC,C,LC,LC,C,LC,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,3,6,2,0,0,0,28,12,0.30303030303030304,0.7666666666666666,0.5,0.2222222222222222,0.2777777777777778,0.8333333333333333,1.0,0.75,0.7777777777777778,0.6666666666666666,0.7,0.7999999999999999,0.30303030303030304,0.7666666666666666,0.3333333333333333,0.7896825396825397,0.3952569169960475,0.4221105527638191,1,1,0,0,1,0,0,1,1,1
2018,Mauritania,MR,Africa,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Mer-mauritania-2018.html,2018-05-01,MENAFATF,1,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,NC,NC,LC,PC,PC,PC,NC,NC,LC,NC,PC,PC,PC,PC,NC,PC,NC,NC,NC,PC,PC,PC,PC,NC,NC,PC,PC,NC,LC,PC,PC,PC,PC,PC,PC,LC,LC,NC,PC,PC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,11,0,0,0,13,22,5,0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.24444444444444444,0.0,0.3333333333333333,0.39999999999999997,0.0,0.26666666666666666,0.0,0.23492063492063492,0.0,0.0,0,0,1,1,1,1,1,1,1,0
2019,Mauritania,MR,Africa,EFUR1,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Fur-mauritania-2019.html,2019-04-01,MENAFATF,1,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,NC,NC,LC,PC,PC,PC,NC,NC,LC,NC,PC,PC,LC,PC,NC,PC,PC,PC,NC,PC,PC,PC,PC,NC,NC,PC,PC,NC,LC,PC,PC,PC,PC,PC,PC,LC,LC,NC,PC,PC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,11,0,0,0,11,23,6,0,0.0,0.29166666666666663,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.3111111111111111,0.0,0.3333333333333333,0.39999999999999997,0.0,0.29166666666666663,0.0,0.24444444444444444,0.0,0.0,1,1,1,1,1,1,1,1,1,1
2020,Mauritania,MR,Africa,EFUR2,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Fur-mauritania-2020.html,2020-11-01,MENAFATF,1,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,LC,PC,LC,LC,C,LC,LC,PC,LC,C,PC,C,LC,LC,PC,LC,C,C,C,C,LC,C,LC,PC,LC,PC,C,PC,LC,LC,C,LC,PC,LC,C,LC,LC,LC,LC,LC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,11,0,0,0,0,8,21,11,0.0,0.6916666666666667,0.0,0.0,0.0,0.5,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.5,0.6666666666666666,0.6666666666666666,0.0,0.6916666666666667,0.0,0.6349206349206349,0.0,0.0,1,1,1,1,1,1,1,1,1,2
2021,Mauritania,MR,Africa,EFUR3,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Fur-mauritania-2021.html,2021-11-01,MENAFATF,1,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,LC,C,LC,LC,C,LC,LC,PC,LC,C,C,C,LC,LC,PC,LC,C,C,C,C,LC,C,LC,PC,LC,C,C,PC,LC,LC,C,LC,PC,LC,C,LC,LC,LC,LC,LC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,11,0,0,0,0,5,21,14,0.0,0.7416666666666667,0.0,0.0,0.0,0.8333333333333333,0.6666666666666666,0.6666666666666666,0.8222222222222222,0.5,0.7333333333333333,0.6666666666666666,0.0,0.7416666666666667,0.0,0.6984126984126984,0.0,0.0,1,1,0,0,1,1,0,1,1,3
2018,Mauritius,MU,Africa,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Mer-mauritius-2018.html,2018-07-01,ESAAMLG,1,LE,ME,LE,ME,LE,ME,ME,LE,LE,LE,LE,NC,PC,LC,LC,PC,NC,NC,NC,PC,NC,LC,PC,NC,PC,NC,NC,NC,PC,PC,C,PC,NC,NC,NC,PC,PC,LC,NC,LC,C,C,PC,PC,LC,PC,LC,LC,LC,LC,LC,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,7,4,0,0,13,13,11,3,0.1212121212121212,0.36666666666666664,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.6666666666666666,0.08333333333333333,0.24444444444444444,0.16666666666666666,0.5333333333333333,0.6666666666666666,0.1212121212121212,0.36666666666666664,0.12962962962962962,0.3611111111111111,0.3305785123966942,0.358974358974359,0,0,1,1,1,1,1,1,1,0
2019,Mauritius,MU,Africa,EFUR1,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Fur-mauritius-2019.html,2019-04-01,ESAAMLG,1,LE,ME,LE,ME,LE,ME,ME,LE,LE,LE,LE,NC,PC,LC,LC,PC,NC,NC,NC,C,LC,LC,C,C,C,PC,LC,C,C,PC,C,PC,LC,NC,NC,PC,PC,C,NC,LC,C,C,PC,PC,LC,PC,LC,LC,LC,LC,LC,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,7,4,0,0,7,10,13,10,0.1212121212121212,0.5499999999999999,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.6666666666666666,0.08333333333333333,0.7111111111111111,0.16666666666666666,0.5666666666666667,0.6666666666666666,0.1212121212121212,0.5499999999999999,0.12962962962962962,0.4325396825396825,0.22038567493112948,0.2996941896024465,1,1,1,1,1,1,1,1,1,1
2019,Mauritius,MU,Africa,EFUR2,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Fur2-mauritius-2019.html,2019-09-01,ESAAMLG,1,LE,ME,LE,ME,LE,ME,ME,LE,LE,LE,LE,C,C,C,C,C,C,C,NC,C,C,LC,C,C,C,C,C,C,C,C,C,C,C,C,PC,LC,PC,C,LC,C,C,C,PC,PC,LC,C,LC,LC,LC,LC,LC,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,7,4,0,0,1,4,9,26,0.1212121212121212,0.8333333333333334,0.16666666666666666,0.1111111111111111,0.1111111111111111,1.0,1.0,0.75,0.9777777777777777,0.5,0.7333333333333333,0.6666666666666666,0.1212121212121212,0.8333333333333334,0.12962962962962962,0.803968253968254,0.14545454545454545,0.16123724909509707,1,1,0,0,1,1,0,1,1,2
2020,Mauritius,MU,Africa,EFUR3,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Fur-mauritius-2021.html,2020-12-01,ESAAMLG,1,LE,ME,LE,ME,LE,ME,ME,LE,LE,LE,LE,C,C,C,C,C,C,C,NC,C,C,LC,C,C,C,PC,C,C,C,C,C,C,C,C,PC,LC,LC,C,LC,C,C,C,LC,PC,LC,C,LC,LC,LC,LC,LC,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,7,4,0,0,1,3,11,25,0.1212121212121212,0.8333333333333334,0.16666666666666666,0.1111111111111111,0.1111111111111111,1.0,1.0,0.75,0.9333333333333333,0.5,0.7999999999999999,0.6666666666666666,0.1212121212121212,0.8333333333333334,0.12962962962962962,0.8071428571428572,0.14545454545454545,0.16060308095706324,1,1,0,0,1,1,0,1,1,3
2022,Mauritius,MU,Africa,EFUR5,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/FUR-Mauritius-2023.html,2022-09-01,ESAAMLG,1,LE,ME,LE,ME,LE,ME,ME,LE,LE,LE,LE,C,C,C,C,C,C,C,NC,C,C,LC,C,C,C,LC,C,C,C,C,C,C,C,C,PC,LC,LC,C,LC,C,C,C,LC,PC,LC,C,LC,LC,LC,LC,LC,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,7,4,0,0,1,2,12,25,0.1212121212121212,0.8416666666666667,0.16666666666666666,0.1111111111111111,0.1111111111111111,1.0,1.0,0.75,0.9555555555555556,0.5,0.7999999999999999,0.6666666666666666,0.1212121212121212,0.8416666666666667,0.12962962962962962,0.8103174603174603,0.144014401440144,0.15997388181521383,1,1,0,0,1,1,0,1,1,5
2018,Mexico,MX,North America,MER,https://www.fatf-gafi.org/en/publications/Mutualevaluations/Mer-mexico-2018.html,2018-01-01,FATF/IMF/GAFILAT,1,SE,SE,ME,LE,ME,ME,LE,LE,ME,SE,SE,LC,LC,C,LC,LC,C,C,PC,C,PC,LC,PC,LC,LC,PC,PC,PC,PC,LC,PC,LC,PC,NC,PC,LC,LC,LC,PC,C,LC,LC,PC,PC,LC,LC,LC,PC,PC,LC,LC,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,3,4,4,0,1,15,19,5,0.3636363636363636,0.5666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.75,0.4666666666666666,0.5,0.6,0.5333333333333333,0.3636363636363636,0.5666666666666667,0.4074074074074074,0.6214285714285714,0.641711229946524,0.6555981268624946,0,0,1,1,1,0,1,1,1,0
2021,Mexico,MX,North America,EFUR3,https://www.fatf-gafi.org/en/publications/Mutualevaluations/Fur-mexico-2021.html,2021-06-01,FATF,1,SE,SE,ME,LE,ME,ME,LE,LE,ME,SE,SE,LC,LC,C,LC,LC,C,C,LC,C,LC,LC,C,LC,LC,LC,C,C,PC,LC,PC,LC,PC,NC,PC,LC,LC,LC,PC,C,LC,LC,PC,PC,LC,LC,LC,PC,PC,LC,LC,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,3,4,4,0,1,9,22,8,0.3636363636363636,0.6416666666666666,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.8333333333333333,0.6444444444444444,0.5,0.6,0.5333333333333333,0.3636363636363636,0.6416666666666666,0.4074074074074074,0.6587301587301587,0.5667060212514757,0.6184738955823292,1,1,1,1,1,0,1,1,1,3
2022,Mexico,MX,North America,EFUR4,https://www.fatf-gafi.org/en/publications/Mutualevaluations/Fur-mexico-2022.html,2022-05-01,FATF,1,SE,SE,ME,LE,ME,ME,LE,LE,ME,SE,SE,LC,LC,C,LC,LC,C,C,LC,C,LC,LC,C,LC,LC,LC,C,C,PC,LC,PC,LC,PC,NC,PC,LC,LC,LC,PC,C,LC,LC,PC,PC,LC,LC,LC,C,C,LC,LC,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,3,4,4,0,1,7,22,10,0.3636363636363636,0.6749999999999999,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.8333333333333333,0.6444444444444444,0.5,0.6,0.7999999999999999,0.3636363636363636,0.6749999999999999,0.4074074074074074,0.6968253968253968,0.5387205387205387,0.5846621108580107,1,1,1,1,1,0,1,1,1,4
2023,Mexico,MX,North America,EFUR5,https://www.fatf-gafi.org/en/publications/Mutualevaluations/fur-mexico-2023.html,2023-05-01,GAFILAT,1,SE,SE,ME,LE,ME,ME,LE,LE,ME,SE,SE,LC,LC,C,LC,LC,C,C,LC,C,LC,LC,C,LC,LC,LC,C,C,LC,LC,PC,LC,PC,NC,LC,LC,LC,LC,PC,C,LC,LC,PC,PC,LC,LC,LC,C,C,LC,LC,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,3,4,4,0,1,5,24,10,0.3636363636363636,0.6916666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.8333333333333333,0.6666666666666666,0.6666666666666666,0.6,0.7999999999999999,0.3636363636363636,0.6916666666666667,0.4074074074074074,0.7238095238095238,0.5257393209200437,0.5628654970760234,1,1,0,1,1,0,1,1,1,5
2019,Moldova,MD,Europe,MER,https://www.fatf-gafi.org/en/publications/Mutualevaluations/Mer-moldova-2019.html,2019-07-01,MONEYVAL,1,SE,SE,ME,ME,ME,ME,ME,ME,SE,ME,LE,LC,LC,LC,C,LC,PC,PC,PC,LC,PC,LC,PC,LC,C,LC,LC,LC,LC,PC,C,C,PC,PC,PC,PC,C,LC,LC,C,C,LC,LC,LC,C,C,LC,LC,PC,LC,LC,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,7,3,0,0,11,20,9,0.3939393939393939,0.65,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.41666666666666663,0.6222222222222222,0.3333333333333333,0.8333333333333333,0.6,0.3939393939393939,0.65,0.4444444444444444,0.615079365079365,0.606060606060606,0.7225806451612904,0,0,1,1,1,0,1,1,1,0
